"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1",500743,"Miguel Rojas","1348","0.1","1.000","3.000","null","4.000","1.993","0.959","0.592","1","1","100.0","25.0","1565","83.7","84.71","0","1","0","1.0","6.35","111","152","120","148","319","311","273"
"1",605508,"Charlie Tilson","595","0.2","1.000","3.000","null","4.000","1.993","1.215","0.732","1","1","102.0","24.0","2376","97.9","97.90","0","1","0","0.0","6.45","118","149","103","148","272","300","306"
"1",598284,"Peter O'Brien","197","0.5","1.000","3.000","null","4.000","1.993","1.448","0.724","1","1","104.3","33.0","2419","94.3","93.35","0","1","0","-1.0","5.74","111","155","106","148","295","331","303"
"1",545358,"Max Stassi","343","0.3","1.000","3.000","null","4.000","1.993","0.984","0.479","1","1","101.3","34.0","2265","93.2","93.13","0","1","0","-0.1","6.44","99","153","113","148","296","322","301"
"1",621559,"Max Moroff","139","0.7","1.000","3.000","null","4.000","1.993","1.422","0.834","1","1","105.1","22.0","2536","80.9","79.59","0","1","0","-1.3","5.62","118","148","143","156","274","315","299"
"1",434658,"Rajai Davis","29","3.4","1.000","3.000","null","4.000","1.993","1.472","0.855","1","1","103.8","23.0","2250","93.9","93.65","0","1","0","-0.2","6.23","118","154","119","148","298","322","289"
"1",543302,"Chris Herrmann","152","0.7","1.000","3.000","null","4.000","1.993","1.297","0.610","1","1","105.0","37.0","2121","92.4","92.14","0","1","0","-0.3","6.10","88","131","88","141","283","322","303"
"1",642136,"Matt Thaiss","133","0.8","1.000","3.000","null","4.000","1.993","1.076","0.758","1","1","105.2","20.0","2439","93.5","91.42","0","1","0","-2.1","5.11","100","149","99","147","296","310","287"
"1",461314,"Matt Kemp","231","0.4","1.000","3.000","null","4.000","1.993","1.221","0.650","1","1","100.4","27.0","2191","91.1","90.66","0","1","0","-0.4","6.10","106","146","116","136","293","304","280"
"1",641470,"Zack Collins","150","0.7","1.000","3.000","null","4.000","1.993","1.558","0.779","1","1","102.9","30.0","2137","83.7","82.97","0","1","0","-0.7","5.89","124","169","110","148","287","320","300"
"1",445988,"Martin Prado","666","0.2","1.000","3.000","null","4.000","1.993","0.605","0.413","1","1","97.9","23.0","2180","93.1","94.56","0","1","0","1.5","6.86","121","152","121","148","299","311","268"
"1",656252,"Bobby Bradley","191","0.5","1.000","3.000","null","4.000","1.993","1.993","0.992","1","1","113.5","25.0","2262","93.5","93.30","0","1","0","-0.2","6.05","122","176","149","153","294","332","318"
"1",596451,"Roman Quinn","248","0.4","1.000","3.000","null","4.000","1.993","1.898","0.940","1","1","105.7","28.0","2364","92.3","92.94","0","1","0","0.6","6.49","88","134","91","145","294","320","271"
"1",518516,"Madison Bumgarner","196","0.5","1.000","3.000","null","4.000","1.993","1.277","0.632","1","1","104.0","35.0","2023","87.6","88.26","0","1","0","0.7","6.41","85","153","110","139","293","317","286"
"1",596133,"Luke Weaver","72","1.4","1.000","3.000","null","4.000","1.993","0.624","0.382","1","1","97.3","27.0","2272","95.3","95.46","0","1","0","0.2","6.06","110","153","114","145","284","306","273"
"1",657041,"Lane Thomas","58","1.7","1.000","3.000","null","4.000","1.993","1.149","0.563","1","1","100.8","32.0","2403","87.3","86.76","0","1","0","-0.5","5.80","113","151","116","148","309","311","297"
"1",643418,"Shed Long","319","0.3","1.000","3.000","null","4.000","1.993","0.270","0.163","1","1","94.5","35.0","2239","77.0","77.38","0","1","0","0.4","6.54","109","141","111","141","269","304","284"
"1",608686,"Jack Mayfield","152","0.7","1.000","3.000","null","4.000","1.993","1.340","0.763","1","1","101.9","25.0","2170","86.2","84.87","0","1","0","-1.3","5.39","111","151","92","148","287","312","275"
"1",544931,"Stephen Strasburg","201","0.5","1.000","3.000","null","4.000","1.993","1.775","0.926","1","1","104.7","25.0","2164","92.3","93.05","0","1","0","0.7","6.47","120","156","116","153","304","312","281"
"1",658792,"Aaron Wilkerson","3","33.3","1.000","3.000","null","4.000","1.993","0.624","0.382","1","1","97.0","27.0","1914","91.1","92.18","0","1","0","1.1","6.70","89","146","110","149","280","294","261"
"1",571927,"Steven Matz","97","1.0","1.000","3.000","null","4.000","1.993","1.552","0.847","1","1","102.5","25.0","1737","78.7","79.80","0","1","0","1.1","6.81","119","155","105","150","282","300","276"
"1",456665,"Steve Pearce","441","0.2","1.000","3.000","null","4.000","1.993","0.813","0.408","1","1","100.1","34.0","null","74.7","73.85","0","1","0","-0.8","6.19","88","153","118","146","322","326","296"
"1",543699,"Tanner Roark","110","0.9","1.000","3.000","null","4.000","1.993","1.289","0.671","1","1","100.6","29.0","1863","92.7","94.13","0","1","0","1.4","6.90","124","149","109","150","291","298","273"
"1",664199,"Taylor Clarke","76","1.3","1.000","3.000","null","4.000","1.993","0.849","0.629","1","1","101.7","21.0","2291","91.4","92.29","0","1","0","0.9","6.37","129","154","113","145","298","323","285"
"1",543089,"Taylor Davis","75","1.3","1.000","3.000","null","4.000","1.993","1.785","0.895","1","1","103.9","27.0","2022","89.8","90.93","0","1","0","1.1","6.57","110","141","109","140","294","322","275"
"1",642721,"Kelvin Gutierrez","314","0.3","1.000","3.000","null","4.000","1.993","0.525","0.258","1","1","96.9","33.0","2364","96.3","96.79","0","1","0","0.5","6.61","86","150","108","145","289","310","281"
"1",607732,"Jacob Stallings","247","0.4","1.000","3.000","null","4.000","1.993","1.262","0.616","1","1","102.1","33.0","2307","93.5","92.90","0","1","0","-0.6","6.16","116","154","128","150","295","326","296"
"1",608475,"Dawel Lugo","307","0.3","1.000","3.000","null","4.000","1.993","1.215","0.732","1","1","101.8","24.0","2149","92.7","92.12","0","1","0","-0.6","5.81","107","149","120","150","292","331","298"
"1",605233,"Derek Fisher","228","0.4","1.000","3.000","null","4.000","1.993","1.213","0.813","1","1","110.3","18.0","2182","96.9","96.81","0","1","0","-0.1","6.16","124","149","93","164","301","369","300"
"1",668800,"Andrew Knizner","92","1.1","1.000","3.000","null","4.000","1.993","1.674","0.845","1","1","103.4","27.0","2064","91.1","91.81","0","1","0","0.7","6.57","118","154","119","148","320","309","291"
"1",595885,"Greg Bird","206","0.5","1.000","3.000","null","4.000","1.993","1.763","0.876","1","1","108.0","34.0","2516","81.6","81.25","0","1","0","-0.4","6.15","129","155","187","145","296","326","298"
"1",595284,"Andrew Knapp","405","0.2","1.000","3.000","null","4.000","1.993","1.482","0.753","1","1","101.5","28.0","1574","84.8","86.33","0","1","0","1.5","6.89","127","152","107","153","298","325","293"
"1",543281,"Josh Harrison","540","0.2","1.000","3.000","null","4.000","1.993","1.823","0.929","1","1","105.0","26.0","1995","90.0","88.81","0","1","0","-1.2","5.85","103","153","91","150","302","328","286"
"1",547172,"Tony Wolters","949","0.1","1.000","3.000","null","4.000","1.993","0.259","0.147","1","1","93.3","31.0","2080","91.8","91.38","0","1","0","-0.4","5.84","122","149","119","152","280","312","291"
"1",571437,"Aaron Altherr","182","0.5","1.000","3.000","null","4.000","1.993","1.974","0.987","1","1","111.9","24.0","2368","94.3","92.19","0","1","0","-2.1","6.12","112","154","118","149","301","334","303"
"1",641553,"Adam Engel","315","0.3","1.000","3.000","null","4.000","1.993","1.865","0.950","1","1","105.7","26.0","2341","92.0","91.80","0","1","0","-0.2","5.83","104","154","107","146","297","318","291"
"1",453064,"Troy Tulowitzki","61","1.6","1.000","3.000","null","4.000","1.993","0.512","0.295","1","1","98.2","32.0","1921","87.3","87.43","0","1","0","0.1","6.20","114","159","125","150","301","335","268"
"1",553869,"Elias Diaz","956","0.1","1.000","3.000","null","4.000","1.993","1.023","0.653","1","1","101.4","23.0","2324","83.8","83.54","0","1","0","-0.3","5.93","116","149","117","150","320","314","289"
"1",452657,"Jon Lester","139","0.7","1.000","3.000","null","4.000","1.993","0.266","0.142","1","1","99.1","39.0","2471","92.7","93.16","0","1","0","0.5","6.32","120","152","125","153","292","326","287"
"1",456124,"Erik Kratz","188","0.5","1.000","3.000","null","4.000","1.993","0.440","0.250","1","1","96.5","34.0","2443","84.7","83.25","0","1","0","-1.5","5.01","103","156","116","148","299","338","311"
"1",641924,"Jacob Nottingham","26","3.8","1.000","3.000","null","4.000","1.993","0.360","0.197","1","1","98.7","37.0","2650","87.0","85.62","0","1","0","-1.4","5.19","113","152","110","151","319","322","284"
"1",641505,"Jonathan Davis","213","0.5","1.000","3.000","null","4.000","1.993","1.823","0.929","1","1","105.0","26.0","2498","93.1","92.18","0","1","0","-0.9","5.90","85","151","113","146","290","319","282"
"1",592826,"Vince Velasquez","65","1.5","1.000","3.000","null","4.000","1.993","0.270","0.163","1","1","95.5","35.0","2295","78.3","77.50","0","1","0","-0.8","5.58","114","152","107","149","298","315","277"
"1",465041,"Francisco Cervelli","489","0.2","1.000","3.000","null","4.000","1.993","0.774","0.568","1","1","99.7","22.0","2242","93.9","95.00","0","1","0","1.1","6.69","114","150","111","150","289","310","284"
"1",621111,"Walker Buehler","191","0.5","1.000","3.000","null","4.000","1.993","1.591","0.874","1","1","104.5","24.0","2113","91.8","92.91","0","1","0","1.1","6.65","126","150","107","149","301","305","265"
"1",468504,"Jhoulys Chacin","116","0.9","1.000","3.000","null","4.000","1.993","0.859","0.595","1","1","99.9","24.0","2278","85.1","85.48","0","1","0","0.4","6.31","126","150","108","148","286","302","259"
"1",607223,"AJ Reed","133","0.8","1.000","3.000","null","4.000","1.993","1.932","0.958","1","1","106.7","29.0","2171","81.4","80.02","0","1","0","-1.4","4.99","131","181","110","147","302","328","319"
"1",594798,"Jacob deGrom","176","0.6","1.000","3.000","null","4.000","1.993","1.020","0.490","1","1","102.4","35.0","2201","89.7","89.46","0","1","0","-0.2","6.29","120","150","94","151","284","309","295"
"1",643396,"Isiah Kiner-Falefa","485","0.2","1.000","3.000","null","4.000","1.993","1.414","0.724","1","1","102.4","29.0","2533","96.6","95.15","0","1","0","-1.5","5.68","118","154","114","151","301","316","299"
"1",554430,"Zack Wheeler","136","0.7","1.000","3.000","null","4.000","1.993","1.149","0.563","1","1","101.4","32.0","2045","92.1","92.77","0","1","0","0.7","6.68","125","148","115","154","271","309","299"
"1",641658,"Garrett Hampson","691","0.1","1.000","3.000","null","4.000","1.993","0.493","0.258","1","1","95.6","32.0","2278","85.9","85.26","0","1","0","-0.6","5.66","122","155","119","149","305","317","286"
"1",519317,"Giancarlo Stanton","175","0.6","1.000","3.000","null","4.000","1.993","1.999","0.992","1","1","111.1","25.0","2045","84.8","84.41","0","1","0","-0.4","6.01","110","155","135","151","325","334","292"
